
 #iteration number           0
 # x, rho, total pressure p, vx, vy, vz, By, Bz
    -0.100000000E+01     0.108000000E+01     0.288515000E+01     0.400000000E+00     0.300000000E+00     0.200000000E+00     0.300000000E+00     0.300000000E+00
    -0.979797980E+00     0.108000000E+01     0.288515000E+01     0.400000000E+00     0.300000000E+00     0.200000000E+00     0.300000000E+00     0.300000000E+00
    -0.959595960E+00     0.108000000E+01     0.288515000E+01     0.400000000E+00     0.300000000E+00     0.200000000E+00     0.300000000E+00     0.300000000E+00
    -0.939393939E+00     0.108000000E+01     0.288515000E+01     0.400000000E+00     0.300000000E+00     0.200000000E+00     0.300000000E+00     0.300000000E+00
    -0.919191919E+00     0.108000000E+01     0.288515000E+01     0.400000000E+00     0.300000000E+00     0.200000000E+00     0.300000000E+00     0.300000000E+00
    -0.898989899E+00     0.108000000E+01     0.288515000E+01     0.400000000E+00     0.300000000E+00     0.200000000E+00     0.300000000E+00     0.300000000E+00
    -0.878787879E+00     0.108000000E+01     0.288515000E+01     0.400000000E+00     0.300000000E+00     0.200000000E+00     0.300000000E+00     0.300000000E+00
    -0.858585859E+00     0.108000000E+01     0.288515000E+01     0.400000000E+00     0.300000000E+00     0.200000000E+00     0.300000000E+00     0.300000000E+00
    -0.838383838E+00     0.108000000E+01     0.288515000E+01     0.400000000E+00     0.300000000E+00     0.200000000E+00     0.300000000E+00     0.300000000E+00
    -0.818181818E+00     0.108000000E+01     0.288515000E+01     0.400000000E+00     0.300000000E+00     0.200000000E+00     0.300000000E+00     0.300000000E+00
    -0.797979798E+00     0.108000000E+01     0.288515000E+01     0.400000000E+00     0.300000000E+00     0.200000000E+00     0.300000000E+00     0.300000000E+00
    -0.777777778E+00     0.108000000E+01     0.288515000E+01     0.400000000E+00     0.300000000E+00     0.200000000E+00     0.300000000E+00     0.300000000E+00
    -0.757575758E+00     0.108000000E+01     0.288515000E+01     0.400000000E+00     0.300000000E+00     0.200000000E+00     0.300000000E+00     0.300000000E+00
    -0.737373737E+00     0.108000000E+01     0.288515000E+01     0.400000000E+00     0.300000000E+00     0.200000000E+00     0.300000000E+00     0.300000000E+00
    -0.717171717E+00     0.108000000E+01     0.288515000E+01     0.400000000E+00     0.300000000E+00     0.200000000E+00     0.300000000E+00     0.300000000E+00
    -0.696969697E+00     0.108000000E+01     0.288515000E+01     0.400000000E+00     0.300000000E+00     0.200000000E+00     0.300000000E+00     0.300000000E+00
    -0.676767677E+00     0.108000000E+01     0.288515000E+01     0.400000000E+00     0.300000000E+00     0.200000000E+00     0.300000000E+00     0.300000000E+00
    -0.656565657E+00     0.108000000E+01     0.288515000E+01     0.400000000E+00     0.300000000E+00     0.200000000E+00     0.300000000E+00     0.300000000E+00
    -0.636363636E+00     0.108000000E+01     0.288515000E+01     0.400000000E+00     0.300000000E+00     0.200000000E+00     0.300000000E+00     0.300000000E+00
    -0.616161616E+00     0.108000000E+01     0.288515000E+01     0.400000000E+00     0.300000000E+00     0.200000000E+00     0.300000000E+00     0.300000000E+00
    -0.595959596E+00     0.108000000E+01     0.288515000E+01     0.400000000E+00     0.300000000E+00     0.200000000E+00     0.300000000E+00     0.300000000E+00
    -0.575757576E+00     0.108000000E+01     0.288515000E+01     0.400000000E+00     0.300000000E+00     0.200000000E+00     0.300000000E+00     0.300000000E+00
    -0.555555556E+00     0.108000000E+01     0.288515000E+01     0.400000000E+00     0.300000000E+00     0.200000000E+00     0.300000000E+00     0.300000000E+00
    -0.535353535E+00     0.108000000E+01     0.288515000E+01     0.400000000E+00     0.300000000E+00     0.200000000E+00     0.300000000E+00     0.300000000E+00
    -0.515151515E+00     0.108000000E+01     0.288515000E+01     0.400000000E+00     0.300000000E+00     0.200000000E+00     0.300000000E+00     0.300000000E+00
    -0.494949495E+00     0.108000000E+01     0.288515000E+01     0.400000000E+00     0.300000000E+00     0.200000000E+00     0.300000000E+00     0.300000000E+00
    -0.474747475E+00     0.108000000E+01     0.288515000E+01     0.400000000E+00     0.300000000E+00     0.200000000E+00     0.300000000E+00     0.300000000E+00
    -0.454545455E+00     0.108000000E+01     0.288515000E+01     0.400000000E+00     0.300000000E+00     0.200000000E+00     0.300000000E+00     0.300000000E+00
    -0.434343434E+00     0.108000000E+01     0.288515000E+01     0.400000000E+00     0.300000000E+00     0.200000000E+00     0.300000000E+00     0.300000000E+00
    -0.414141414E+00     0.108000000E+01     0.288515000E+01     0.400000000E+00     0.300000000E+00     0.200000000E+00     0.300000000E+00     0.300000000E+00
    -0.393939394E+00     0.108000000E+01     0.288515000E+01     0.400000000E+00     0.300000000E+00     0.200000000E+00     0.300000000E+00     0.300000000E+00
    -0.373737374E+00     0.108000000E+01     0.288515000E+01     0.400000000E+00     0.300000000E+00     0.200000000E+00     0.300000000E+00     0.300000000E+00
    -0.365039815E+00     0.108000000E+01     0.288515000E+01     0.400000000E+00     0.300000000E+00     0.200000000E+00     0.300000000E+00     0.300000000E+00
    -0.365039815E+00     0.244724735E+01     0.590800000E+01    -0.133118317E+00     0.211069287E+00     0.175103020E+00     0.266215127E+00     0.507582964E+00
    -0.353535354E+00     0.244724735E+01     0.590800000E+01    -0.133118317E+00     0.211069287E+00     0.175103020E+00     0.266215127E+00     0.507582964E+00
    -0.333333333E+00     0.244724735E+01     0.590800000E+01    -0.133118317E+00     0.211069287E+00     0.175103020E+00     0.266215127E+00     0.507582964E+00
    -0.313634792E+00     0.244724735E+01     0.590800000E+01    -0.133118317E+00     0.211069287E+00     0.175103020E+00     0.266215127E+00     0.507582964E+00
    -0.313634792E+00     0.244724735E+01     0.590800000E+01    -0.121516834E+00     0.126358623E+00     0.115811357E+00    -0.118226506E+00     0.230194489E+00
    -0.313131313E+00     0.244724735E+01     0.590800000E+01    -0.121516834E+00     0.126358623E+00     0.115811357E+00    -0.118226506E+00     0.230194489E+00
    -0.312750629E+00     0.244724735E+01     0.590800000E+01    -0.121516834E+00     0.126358623E+00     0.115811357E+00    -0.118226506E+00     0.230194489E+00
    -0.312667611E+00     0.244560956E+01     0.590681474E+01    -0.121089855E+00     0.123771640E+00     0.116694394E+00    -0.129676342E+00     0.233921615E+00
    -0.312575759E+00     0.244380013E+01     0.590550505E+01    -0.120625468E+00     0.120996806E+00     0.117642728E+00    -0.141935644E+00     0.237914749E+00
    -0.312473517E+00     0.244178932E+01     0.590404934E+01    -0.120117591E+00     0.118006418E+00     0.118666092E+00    -0.155121459E+00     0.242212573E+00
    -0.312358957E+00     0.243954036E+01     0.590242088E+01    -0.119558798E+00     0.114767274E+00     0.119776177E+00    -0.169373447E+00     0.246861305E+00
    -0.312229660E+00     0.243700732E+01     0.590058633E+01    -0.118939918E+00     0.111239206E+00     0.120987160E+00    -0.184859742E+00     0.251916657E+00
    -0.312082558E+00     0.243413219E+01     0.589850347E+01    -0.118249494E+00     0.107373128E+00     0.122316414E+00    -0.201784715E+00     0.257446449E+00
